output_prefix	name	motif_id	cluster	total_tfbs	cluster12_mean_score	cluster12_bound	cluster6_mean_score	cluster6_bound	cluster11_mean_score	cluster11_bound	cluster16_mean_score	cluster16_bound	cluster20_mean_score	cluster20_bound	cluster3_mean_score	cluster3_bound	cluster19_mean_score	cluster19_bound	cluster18_mean_score	cluster18_bound	cluster1_mean_score	cluster1_bound	cluster4_mean_score	cluster4_bound	cluster7_mean_score	cluster7_bound	cluster9_mean_score	cluster9_bound	cluster15_mean_score	cluster15_bound	cluster14_mean_score	cluster14_bound	cluster2_mean_score	cluster2_bound	cluster8_mean_score	cluster8_bound	cluster17_mean_score	cluster17_bound	cluster13_mean_score	cluster13_bound	cluster10_mean_score	cluster10_bound	cluster5_mean_score	cluster5_bound	cluster12_cluster6_change	cluster12_cluster6_pvalue	cluster6_cluster11_change	cluster6_cluster11_pvalue	cluster11_cluster16_change	cluster11_cluster16_pvalue	cluster16_cluster20_change	cluster16_cluster20_pvalue	cluster20_cluster3_change	cluster20_cluster3_pvalue	cluster3_cluster19_change	cluster3_cluster19_pvalue	cluster19_cluster18_change	cluster19_cluster18_pvalue	cluster18_cluster1_change	cluster18_cluster1_pvalue	cluster1_cluster4_change	cluster1_cluster4_pvalue	cluster4_cluster7_change	cluster4_cluster7_pvalue	cluster7_cluster9_change	cluster7_cluster9_pvalue	cluster9_cluster15_change	cluster9_cluster15_pvalue	cluster15_cluster14_change	cluster15_cluster14_pvalue	cluster14_cluster2_change	cluster14_cluster2_pvalue	cluster2_cluster8_change	cluster2_cluster8_pvalue	cluster8_cluster17_change	cluster8_cluster17_pvalue	cluster17_cluster13_change	cluster17_cluster13_pvalue	cluster13_cluster10_change	cluster13_cluster10_pvalue	cluster10_cluster5_change	cluster10_cluster5_pvalue
Foxj3_MA0851.1	Foxj3	MA0851.1	C_Foxj3	27197	3.40253	6814	2.55664	5093	2.22183	4372	0.61451	1177	3.39234	6758	0.12147	244	0.96151	1825	1.35284	2630	3.42466	6953	1.45683	2846	3.18293	6447	0.96359	1991	3.39587	6772	3.25775	6393	0.08016	175	3.44197	6903	3.44219	6902	1.79922	3642	1.26158	2484	1.47212	2864	-0.01665	1.06337E-42	0.1534	6.73785E-132	0.15128	2.31497E-130	-0.22941	1.06477E-149	-0.02171	1.41563E-51	0.1409	1.15756E-106	-0.19521	9.92973E-134	-0.13565	3.32572E-130	0.14396	1.75294E-131	-0.1529	1.80663E-131	0.01083	2.29746E-24	-0.00915	5.80825E-26	0.01057	3.65157E-27	-0.13781	2.94139E-126	0.12349	1.65377E-121	-0.02136	8.52332E-48	0.0541	4.52087E-97	0.19036	7.77529E-138	-0.11889	5.70877E-115
FOXK1_MA0852.2	FOXK1	MA0852.2	C_Foxj3	19877	3.77353	5627	2.86741	4242	2.65828	3918	0.83732	1207	3.75416	5559	0.1849	263	1.29045	1863	1.6628	2414	3.81192	5742	1.72864	2513	3.50134	5247	1.1202	1674	3.77476	5632	3.65175	5402	0.08878	131	3.82713	5683	3.79479	5681	2.04736	2994	1.63581	2399	1.74	2519	-0.01478	1.12283E-32	0.10473	4.35470E-108	0.14851	1.70173E-122	-0.20245	4.38211E-139	0.0438	1.15185E-75	0.06319	4.11832E-75	-0.15701	1.62656E-110	-0.10764	2.23054E-115	0.12843	4.04058E-116	-0.12717	3.17457E-124	0.01255	3.50457E-25	-0.02384	9.43265E-50	0.00236	2.01719E-04	-0.04705	3.82474E-81	0.02227	2.19548E-50	-0.01764	5.47898E-36	0.06221	2.02792E-88	0.11607	5.79487E-109	-0.06574	6.69299E-89
Alx4_MA0853.1	Alx4	MA0853.1	C_Alx1	5162	2.93487	1030	2.15521	749	2.3516	874	0.74136	267	2.95546	1083	0.16665	64	1.03731	357	1.37474	508	2.91942	1067	1.29164	479	2.71359	988	0.88408	351	2.91289	1015	2.77598	993	0.09706	40	2.9066	1058	2.92616	1054	1.56114	575	1.58512	639	1.3429	492	-0.00652	3.31949E-04	0.01503	5.79692E-18	0.10556	4.94460E-73	-0.08682	1.67433E-72	-0.14652	1.11368E-97	0.18133	7.01162E-78	-0.17725	1.37656E-98	0.01569	7.97360E-11	0.07124	2.29951E-63	-0.09354	1.53035E-71	-0.07411	3.79806E-65	0.07721	1.21499E-66	0.0211	1.23920E-21	-0.26486	1.68183E-118	0.25284	6.97725E-120	-0.02698	1.10096E-28	0.01132	3.80053E-10	3e-05	4.91409E-01	0.07044	3.05225E-56
Alx1_MA0854.1	Alx1	MA0854.1	C_Alx1	6295	2.86076	1205	2.09345	905	2.18287	991	0.65137	289	2.88221	1264	0.12529	54	0.90795	383	1.26853	566	2.85122	1296	1.20971	535	2.68043	1200	0.85658	411	2.87767	1257	2.7197	1192	0.09956	48	2.86635	1289	2.9024	1287	1.4958	676	1.42384	679	1.27893	565	-0.00402	2.37712E-01	0.03989	4.96642E-49	0.1071	6.06892E-85	-0.10159	2.79303E-86	-0.14705	1.46290E-102	0.19124	1.17560E-90	-0.20051	7.49284E-102	-0.01189	6.87535E-19	0.09978	6.39473E-80	-0.12122	1.41524E-92	-0.06813	1.18403E-65	0.0705	8.10823E-69	0.0308	9.07368E-41	-0.26921	3.83090E-121	0.27264	6.84848E-131	-0.02952	2.39616E-44	0.02883	1.14737E-36	0.03805	3.27590E-44	0.03224	9.15885E-34
RXRB_MA0855.1	RXRB	MA0855.1	C_PPARD	20013	5.28938	8178	4.00107	6004	2.95123	4373	1.01256	1466	5.18766	7872	0.18037	255	1.42631	2016	1.70125	2504	5.27549	8226	2.34503	3463	4.9053	7528	1.49268	2181	5.20594	8027	5.12765	7870	0.14312	219	5.37572	8149	5.29187	8139	2.83325	4211	1.48867	2187	2.30548	3394	0.0134	1.02067E-34	0.27779	7.34853E-157	0.16183	2.36409E-127	-0.3776	4.50168E-172	0.28003	9.95504E-160	0.02808	4.47307E-40	-0.13481	9.98324E-118	-0.36788	1.93590E-168	0.19838	3.89678E-139	-0.19442	5.29202E-138	0.13411	2.68864E-118	-0.14121	2.81366E-127	-0.01142	2.77510E-32	0.17876	1.56309E-138	-0.20058	2.53716E-140	-0.00518	3.17436E-08	0.11253	6.55345E-118	0.38814	2.32731E-162	-0.31367	1.97919E-151
RXRG_MA0856.1	RXRG	MA0856.1	C_PPARD	19775	5.25661	8040	3.98546	5922	2.90317	4264	0.9617	1360	5.15239	7756	0.17512	241	1.3733	1920	1.66759	2396	5.24098	8097	2.31171	3361	4.87495	7394	1.47381	2141	5.17318	7911	5.09801	7746	0.13881	210	5.3402	8043	5.2609	7990	2.81345	4136	1.41728	2043	2.26578	3301	0.01133	7.22006E-27	0.28889	4.67995E-157	0.17543	9.55591E-127	-0.39314	8.01656E-176	0.27615	4.30499E-148	0.03681	3.09576E-55	-0.1446	6.71083E-116	-0.37441	4.30477E-169	0.20459	2.58006E-148	-0.20053	9.88187E-142	0.13567	1.32587E-126	-0.14132	7.80012E-127	-0.01067	4.99882E-26	0.1733	4.65906E-135	-0.19804	2.23780E-141	-0.00674	4.52813E-17	0.11496	3.32879E-120	0.40495	1.26638E-165	-0.32669	7.20997E-153
Rarb_MA0857.1	Rarb	MA0857.1	C_Rarb	19090	4.20884	6176	3.10462	4400	2.56388	3649	0.88288	1208	4.13749	5904	0.1303	184	1.2042	1701	1.37142	1881	4.16716	6077	1.91668	2699	3.94138	5749	1.17086	1687	4.21314	6053	4.15201	5982	0.1118	159	4.33318	6285	4.22353	6179	2.20111	3049	1.38067	1898	1.8808	2658	0.02181	2.04477E-53	0.19406	1.68798E-140	0.11732	7.79148E-117	-0.25127	1.01336E-149	0.13028	6.79985E-120	0.04331	1.52426E-52	-0.09305	6.56120E-93	-0.27994	5.42163E-159	0.12676	1.24200E-122	-0.14197	8.57076E-126	0.08747	5.04732E-106	-0.09679	4.84232E-114	-0.00545	1.35340E-10	0.04546	1.79137E-77	-0.05502	7.23530E-88	0.01076	9.72009E-26	0.09569	1.87641E-115	0.25886	2.10065E-140	-0.21451	2.08306E-133
Rarb_MA0858.1	Rarb	MA0858.1	C_Rarb	12792	4.41682	4305	3.30349	3124	3.2064	3140	1.20846	1111	4.31976	4128	0.21333	193	1.72524	1627	1.82324	1711	4.36085	4322	2.14111	2008	4.15949	4020	1.27953	1199	4.46686	4300	4.39474	4310	0.14459	135	4.48125	4277	4.36978	4231	2.37185	2202	1.98215	1889	2.11862	1981	0.02303	1.06105E-39	0.06374	5.11548E-77	0.119	5.85026E-103	-0.16754	3.65488E-127	0.12545	3.44215E-108	-0.02469	4.60496E-32	-0.05716	4.51848E-70	-0.15756	3.85368E-124	0.09997	1.10462E-102	-0.11577	6.31246E-109	0.08368	1.60843E-89	-0.09266	3.65043E-93	-0.01807	1.01653E-34	0.08962	1.36719E-96	-0.08576	4.06747E-94	-0.00392	1.36032E-03	0.07342	4.97568E-88	0.1012	2.28365E-99	-0.07999	4.65177E-90
Rarg_MA0859.1	Rarg	MA0859.1	C_Rarb	18562	4.17141	5968	3.03793	4225	2.50886	3455	0.84939	1126	4.09635	5748	0.13286	178	1.15013	1562	1.35214	1832	4.1297	5857	1.86827	2555	3.9157	5548	1.13847	1582	4.19317	5900	4.10276	5732	0.11268	157	4.30496	6082	4.21492	5974	2.16751	2926	1.32067	1767	1.83963	2503	0.02782	2.64797E-57	0.20462	1.94510E-135	0.12064	1.79095E-109	-0.26389	5.68283E-148	0.12299	2.59169E-114	0.05957	7.04243E-62	-0.11137	9.97461E-107	-0.28587	1.55667E-158	0.13943	3.95100E-120	-0.15985	2.74977E-129	0.10255	9.59920E-109	-0.10866	2.04149E-110	-0.00015	7.60125E-01	0.04047	1.71198E-66	-0.0586	3.49579E-89	0.00498	3.90206E-06	0.11508	4.31993E-112	0.27424	7.80998E-145	-0.22687	2.56866E-135
Rarg_MA0860.1	Rarg	MA0860.1	C_Rarg	16034	4.39008	5283	3.2679	3923	2.95024	3522	1.22815	1445	4.30781	5205	0.20379	239	1.66157	1971	1.65895	1953	4.29488	5307	2.16543	2574	4.131	5040	1.27613	1516	4.4157	5390	4.41374	5325	0.12375	146	4.46066	5364	4.3332	5347	2.28352	2715	1.81206	2154	2.11808	2483	0.02004	5.76419E-40	0.12717	3.83834E-110	0.05813	2.05291E-79	-0.159	1.14729E-124	0.12802	4.14510E-119	-0.04556	3.93026E-55	-0.02681	3.21237E-40	-0.20058	2.42301E-139	0.08279	1.64179E-101	-0.10876	1.16624E-113	0.08838	1.49389E-96	-0.09853	8.97854E-105	-0.02347	6.94578E-43	0.09573	2.28500E-101	-0.08712	7.32547E-100	0.01599	2.67549E-34	0.10166	2.33224E-106	0.14002	1.74105E-119	-0.13581	3.65993E-108
TP73_MA0861.1	TP73	MA0861.1	C_TP73	5248	4.40992	1680	3.29439	1236	3.22957	1244	1.43748	551	4.33715	1626	0.33097	129	1.89819	726	2.06753	796	4.41406	1695	2.28406	876	4.10386	1607	1.36718	522	4.40101	1685	4.37165	1694	0.14657	54	4.47956	1716	4.38343	1677	2.47968	956	1.99911	762	2.13686	821	0.01883	2.51188E-20	0.08476	8.63026E-70	0.06655	2.74443E-59	-0.12179	2.44584E-89	0.05119	2.97804E-59	0.01608	2.92170E-11	-0.09015	1.70903E-73	-0.09718	2.72885E-84	0.08441	8.40023E-79	-0.08032	4.82254E-70	0.03097	1.13682E-34	-0.04797	7.88348E-52	-0.03071	1.88096E-39	0.0725	6.44570E-66	-0.04819	7.78423E-55	0.00748	8.27801E-05	0.04491	7.12422E-48	0.14551	3.17775E-89	-0.07614	7.43834E-65
GMEB2_MA0862.1	GMEB2	MA0862.1	C_GMEB2	1456	4.96898	516	4.0117	421	4.51006	475	2.40697	268	5.1799	534	0.61866	71	2.753	274	2.9135	303	5.17689	541	3.11553	321	4.78796	502	1.75289	191	5.05397	543	4.95194	513	0.18717	20	5.18126	538	5.14189	551	3.12379	324	3.16779	344	2.81682	289	-0.07117	1.54323E-43	-0.003	1.13240E-01	-0.05224	4.00314E-30	0.06012	8.05372E-42	0.08681	1.87461E-49	0.00943	3.39632E-02	-0.06714	2.27955E-36	-0.02179	4.64043E-13	0.00688	2.40140E-01	0.01465	1.94745E-09	-0.00618	2.46873E-05	-0.00823	9.49622E-03	-0.03506	2.28717E-20	0.12774	4.53570E-63	-0.15334	2.70589E-71	0.04653	9.96246E-28	-0.01981	6.33520E-08	-0.01734	1.71486E-08	0.06297	6.92458E-41
MTF1_MA0863.1	MTF1	MA0863.1	C_MTF1	6749	5.32142	2626	4.01284	1973	4.253	2123	1.98539	977	5.24523	2604	0.52759	265	2.70475	1374	2.76901	1376	5.17846	2606	2.99184	1433	4.84519	2428	1.73801	863	5.17824	2568	5.084	2564	0.17706	92	5.13453	2553	5.0313	2498	3.01847	1500	2.84949	1415	2.87798	1460	-0.00075	3.20826E-01	0.02037	9.35252E-26	0.02884	6.35729E-40	-0.0641	6.76241E-77	0.1102	2.69084E-96	-0.01128	2.91679E-05	-0.01804	3.20005E-21	-0.01815	2.16513E-24	0.02067	2.61299E-28	-0.02112	3.15048E-33	0.02927	2.05969E-41	-0.03452	2.72930E-45	-0.02653	1.74702E-41	0.16502	3.69831E-109	-0.14477	4.55618E-105	0.00607	4.46758E-09	0.00899	5.26968E-11	0.02782	2.63303E-38	-0.03738	2.22135E-45
E2F2_MA0864.2	E2F2	MA0864.2	C_E2F4	2074	5.63507	850	4.21417	637	5.05765	790	2.8567	440	5.72138	890	0.92472	138	3.79248	591	3.28252	514	5.70804	891	3.65698	540	5.3328	797	1.89613	293	5.40269	813	5.17372	791	0.28031	48	5.36171	793	5.39097	820	3.32286	503	3.45868	528	3.41846	516	-0.0148	7.71970E-11	-0.04753	1.42071E-35	-0.11046	1.33868E-66	0.12669	9.34272E-81	0.03603	1.59416E-26	-0.00558	1.07582E-01	0.09143	2.90217E-57	0.03829	7.71018E-26	-0.02076	1.53409E-15	0.03383	2.33937E-24	0.04236	2.18721E-32	-0.01283	1.74550E-04	0.00344	7.44691E-03	0.10205	2.38775E-66	-0.11369	2.94789E-73	-0.03033	3.98973E-27	-0.03165	5.61804E-24	-0.03608	1.06812E-19	0.01342	1.66488E-04
E2F8_MA0865.2	E2F8	MA0865.2	C_E2F8	4480	6.07686	1971	4.84205	1540	5.80323	1922	3.2432	1059	6.21466	2048	1.06174	361	4.32903	1458	4.09766	1363	6.19199	2012	4.00087	1297	5.63718	1819	2.39931	787	5.94481	1895	5.73193	1823	0.26064	86	5.82945	1844	5.91469	1888	3.80203	1230	4.38451	1448	3.886	1248	-0.04027	5.52955E-44	-0.10828	5.56543E-86	-0.08769	5.33711E-67	0.15664	1.07732E-100	0.04249	2.15634E-46	-0.0252	5.28282E-21	0.05641	1.67653E-56	0.18439	8.88115E-108	-0.05219	2.17779E-52	0.07419	1.60627E-65	-0.05812	6.45756E-60	0.05898	1.30614E-56	-0.00172	5.96450E-01	0.17022	1.42881E-103	-0.1806	1.58488E-103	-0.01755	9.20748E-16	-0.05189	1.36044E-54	-0.14944	8.78298E-97	0.0897	2.18511E-74
SOX21_MA0866.1	SOX21	MA0866.1	C_SOX21	12002	3.2294	2806	2.3845	2076	2.22044	1947	0.79193	686	3.19201	2769	0.12166	100	1.20378	1026	1.30632	1132	3.23725	2846	1.49196	1299	3.05977	2701	0.87361	792	3.21321	2806	3.16267	2754	0.08934	81	3.29153	2902	3.23373	2833	1.70682	1480	1.22653	1041	1.4364	1220	0.00743	5.65622E-11	0.10201	3.80115E-97	0.06139	5.59474E-71	-0.11624	6.46168E-103	-0.06218	7.52836E-76	0.04239	6.97926E-43	-0.07697	1.26706E-73	-0.10662	1.11674E-104	0.09002	1.01952E-91	-0.10686	7.06735E-107	0.02057	3.93387E-29	-0.0118	1.34609E-19	-0.00493	1.46327E-04	-0.14988	4.84057E-117	0.1626	5.76711E-121	0.00228	8.76314E-05	0.04322	8.88806E-65	0.16222	6.76658E-117	-0.11315	1.07017E-95
SOX4_MA0867.2	SOX4	MA0867.2	C_SOX4	18471	3.54771	4768	2.69763	3650	2.52681	3373	1.13542	1571	3.53684	4763	0.21196	294	2.02909	2894	1.86283	2569	3.51298	4765	1.8822	2555	3.32752	4511	1.07175	1524	3.53467	4772	3.46751	4680	0.10261	149	3.57283	4833	3.49402	4744	1.90814	2559	1.47981	1960	1.91528	2576	-0.01279	1.19892E-24	0.10674	7.87639E-108	-0.02733	8.60403E-48	-0.04233	5.24259E-73	-0.03806	3.95518E-66	-0.10935	1.87236E-97	0.02835	7.69063E-51	0.03366	2.33312E-65	0.00637	1.03201E-05	-0.02184	3.72482E-47	-0.00961	6.76211E-20	0.00849	3.38268E-20	-0.0068	1.44236E-10	-0.0896	6.29435E-101	0.08443	3.77459E-97	-0.00495	1.65865E-07	0.03602	9.51711E-61	0.13567	8.52583E-112	-0.18692	2.89206E-132
SOX8_MA0868.2	SOX8	MA0868.2	C_SOX8	11547	3.1266	2582	2.3271	1950	2.08616	1705	0.99611	858	3.08095	2545	0.17525	139	2.08323	1883	1.57812	1344	3.09519	2582	1.66639	1429	2.86722	2407	0.91002	793	3.08846	2553	2.99103	2456	0.07856	70	3.0959	2551	3.04027	2510	1.62722	1331	1.13271	887	1.73595	1472	-0.00947	1.08364E-12	0.1342	5.27960E-107	-0.07919	9.39293E-85	-0.00863	2.51246E-16	-0.10243	4.26609E-102	-0.20682	9.69580E-116	0.13878	3.69707E-102	0.03186	1.64371E-50	-0.0181	7.80486E-35	0.00993	2.41135E-14	-0.03452	1.14654E-53	0.03837	1.07923E-60	0.00039	6.00541E-01	-0.17631	2.42505E-115	0.17699	9.17984E-123	-0.00542	6.39736E-05	0.01852	9.20987E-28	0.19033	6.52481E-124	-0.27633	1.59221E-131
Sox11_MA0869.2	Sox11	MA0869.2	C_SOX4	23756	3.60832	6288	2.70492	4729	2.65238	4633	1.15801	2067	3.58017	6208	0.20566	354	1.79339	3231	1.73922	3033	3.58951	6318	1.86206	3286	3.34273	5861	1.08049	1941	3.54627	6179	3.49319	6049	0.10878	201	3.6185	6278	3.54931	6191	1.94766	3415	1.58195	2730	1.83472	3168	-0.00122	4.71694E-02	0.06646	5.20265E-95	0.00462	3.75955E-08	-0.04575	1.27419E-80	-0.0232	9.96359E-44	-0.0503	5.07611E-71	0.00019	3.59083E-01	-0.02828	2.97003E-60	0.02904	8.12289E-63	-0.03572	1.12845E-72	-0.00081	3.44831E-02	0.00513	3.26302E-10	-0.01097	2.57493E-27	-0.09222	7.14623E-106	0.07918	4.19590E-102	0.00316	1.05357E-05	0.03128	6.99955E-65	0.10454	5.22830E-111	-0.11394	5.13166E-118
Sox1_MA0870.1	Sox1	MA0870.1	C_SOX21	9495	3.33962	2322	2.48987	1721	2.27418	1593	0.81638	564	3.31824	2311	0.11752	71	1.24823	862	1.37554	927	3.40495	2422	1.57742	1070	3.18262	2272	0.92999	675	3.32614	2319	3.29272	2254	0.09106	65	3.37933	2376	3.3935	2378	1.75113	1166	1.26499	879	1.52196	1043	0.00301	1.67823E-02	0.11464	2.04520E-99	0.07158	1.87977E-79	-0.13616	3.34211E-106	-0.02796	1.24945E-42	0.00646	9.29521E-03	-0.08285	9.29327E-75	-0.11943	3.52560E-101	0.08799	3.40119E-88	-0.09934	1.53872E-94	0.03218	3.93329E-48	-0.01479	1.33612E-23	-0.00387	2.33575E-05	-0.12368	7.97226E-99	0.13013	1.14504E-103	-0.02257	2.70068E-34	0.07104	9.59251E-85	0.16275	1.13711E-109	-0.13276	2.39931E-100
TFEC_MA0871.2	TFEC	MA0871.2	C_ARNT2	7956	6.26334	3589	4.75743	2773	5.11343	2977	3.07784	1832	6.10858	3499	0.84567	495	3.19319	1900	3.58014	2111	6.14724	3600	3.95506	2269	5.86375	3410	2.11606	1250	6.15308	3596	6.17981	3632	0.26173	157	6.13883	3550	6.02505	3517	3.62615	2113	3.54639	2122	3.40253	1945	-0.00188	1.86561E-01	0.01759	2.99686E-26	-0.10793	4.63575E-92	0.08238	1.15081E-88	0.13628	9.09900E-98	0.02871	2.15639E-31	-0.0912	1.58920E-87	0.00958	3.91508E-09	-0.05268	6.04243E-70	0.03765	5.06133E-57	0.08344	7.01263E-85	-0.0877	4.77031E-90	-0.04543	8.82991E-64	0.30265	1.52462E-133	-0.27781	1.59945E-134	-0.01041	1.31241E-17	0.0276	8.06559E-40	0.01921	2.94697E-27	-0.01747	1.16371E-24
TFAP2A_MA0872.1	TFAP2A	MA0872.1	C_TFAP2C	10817	6.38238	4937	5.03402	3916	5.93225	4767	3.30063	2607	6.43789	5007	0.93653	792	4.50226	3639	4.35968	3401	6.41502	5009	4.29797	3333	5.94508	4657	2.36143	1891	6.16467	4779	5.94644	4580	0.27848	211	6.0981	4618	6.13693	4720	4.0385	3129	4.36976	3426	3.98202	3095	-0.03104	6.20718E-52	-0.08772	3.64198E-99	-0.0588	7.57157E-73	0.11573	6.11460E-111	0.09832	1.00861E-95	-0.08039	7.97025E-86	0.03981	9.80898E-63	0.19651	7.74161E-132	-0.08298	2.76742E-94	0.09369	1.17785E-101	-0.00463	3.13299E-06	0.01205	1.34538E-18	0.00573	1.22585E-09	0.20679	4.73166E-129	-0.20738	1.96184E-126	-0.02815	5.46479E-48	-0.06977	2.06966E-86	-0.10421	5.82364E-104	0.07718	3.73972E-85
HOXD12_MA0873.1	HOXD12	MA0873.1	C_HOXC10	4197	3.06748	918	2.30747	696	2.54286	802	0.93839	284	3.05696	887	0.18706	58	1.23829	387	1.38025	417	3.10508	968	1.54662	471	2.82132	854	0.90987	280	3.02326	891	3.06393	915	0.07253	21	3.06743	923	3.03009	892	1.64709	505	1.49929	456	1.43497	419	-0.02564	1.11803E-20	0.00128	4.25492E-01	0.06822	9.31851E-55	-0.02158	2.68606E-20	-0.14592	2.85915E-85	0.10419	3.96096E-62	-0.05849	1.19576E-50	-0.04868	4.47014E-46	0.02314	1.66144E-26	-0.02769	5.94398E-30	-0.05564	6.25201E-52	0.05877	5.14693E-52	-0.04409	1.63567E-44	-0.15082	2.06186E-91	0.1855	1.16907E-106	-0.00718	1.95063E-07	0.00977	1.92105E-11	0.02622	2.41211E-22	0.01502	5.38234E-13
Arx_MA0874.1	Arx	MA0874.1	C_Alx1	5422	2.73628	993	2.05668	787	2.19047	861	0.70247	270	2.76658	1046	0.12454	50	0.8819	322	1.1558	437	2.718	1061	1.24664	472	2.55025	978	0.76539	322	2.77499	1006	2.5921	955	0.09505	40	2.79202	1091	2.78035	1050	1.40202	537	1.43003	598	1.28173	475	-0.02872	9.34674E-31	0.02932	1.77290E-35	0.08006	2.52051E-64	-0.05686	1.98949E-60	-0.16882	1.29108E-104	0.19916	5.63990E-96	-0.15169	9.05030E-87	-0.02691	1.85835E-32	0.0571	1.27260E-52	-0.07944	4.58581E-70	-0.05534	8.21354E-55	0.07096	1.27755E-65	0.04129	8.64063E-50	-0.29752	1.36316E-123	0.27211	5.73548E-125	-0.02577	3.34005E-33	0.05346	8.09755E-56	-0.00575	5.59881E-04	0.03777	1.32881E-42
BARX1_MA0875.1	BARX1	MA0875.1	C_Dlx5	7192	3.1897	1623	2.4102	1202	2.60588	1376	0.94393	491	3.22043	1664	0.17045	92	1.29186	668	1.44229	748	3.23407	1651	1.57397	809	2.99287	1543	0.94085	499	3.19886	1645	3.12103	1635	0.1016	59	3.2042	1673	3.23232	1685	1.65746	849	1.77464	963	1.49663	738	-0.01928	2.03612E-26	0.01843	1.69531E-24	0.07025	4.46509E-69	-0.04915	2.40455E-65	-0.09498	1.97252E-84	0.06216	4.19002E-51	-0.08725	6.94529E-70	-0.06051	1.17378E-65	0.0642	7.56177E-63	-0.06979	1.21129E-67	-0.0408	2.75666E-48	0.03788	1.04083E-45	-0.00677	7.27724E-08	-0.16383	2.66506E-105	0.1643	4.18034E-110	-0.03642	2.98029E-47	0.06764	4.49703E-69	-0.04514	1.75221E-53	0.09111	4.58807E-81
BSX_MA0876.1	BSX	MA0876.1	C_DLX6	5774	3.10504	1269	2.30355	916	2.6884	1125	0.93088	381	3.09508	1292	0.19329	83	1.23637	504	1.38552	564	3.11881	1297	1.5411	613	2.89066	1199	0.94271	424	3.10135	1263	3.00415	1232	0.09677	45	3.10218	1285	3.20535	1302	1.66656	690	1.89302	837	1.52288	612	0.00615	1.65549E-03	-0.02661	5.83327E-33	0.09211	1.43755E-74	-0.0388	1.59846E-49	-0.13027	1.60899E-94	0.11409	1.03890E-74	-0.07547	7.43055E-57	-0.06144	2.16923E-61	0.04512	1.11617E-51	-0.05243	6.80283E-54	-0.05522	1.89248E-57	0.06196	3.23111E-58	-0.00918	1.34993E-10	-0.18536	3.49410E-109	0.17766	2.83434E-106	-0.03927	5.82269E-48	0.0587	4.59803E-64	-0.07458	3.09488E-69	0.10149	2.90519E-79
BARHL1_MA0877.3	BARHL1	MA0877.3	C_BARHL2	2801	3.50458	711	2.69593	539	2.87747	604	1.13265	241	3.48864	707	0.32228	61	1.61756	328	1.64193	340	3.55107	715	1.84579	355	3.32998	678	1.01354	210	3.54927	717	3.42429	706	0.10817	23	3.49493	731	3.51395	727	1.97953	402	1.71383	357	1.70129	358	-0.01504	6.78789E-12	0.02316	5.07645E-16	0.05287	8.80386E-46	-0.0297	6.06353E-27	-0.123	3.71921E-76	0.11623	1.62931E-60	-0.01565	7.38287E-10	-0.04672	7.15358E-38	0.04779	2.18420E-38	-0.05757	2.10367E-42	-0.00803	3.69173E-01	0.01328	8.55158E-08	0.0021	7.06781E-01	-0.12166	8.62107E-73	0.14554	8.63679E-85	-0.0108	3.86698E-06	0.00285	2.61837E-01	0.06318	3.95806E-46	-0.00499	1.26683E-01
CDX1_MA0878.3	CDX1	MA0878.3	C_HOXA10	11199	2.94547	2347	2.2293	1754	2.27062	1847	0.80958	667	2.92659	2278	0.13535	112	1.08938	851	1.19119	912	2.96105	2399	1.40433	1107	2.75418	2183	0.83943	704	2.93733	2300	2.82861	2231	0.0709	57	2.97982	2338	2.96976	2346	1.5651	1240	1.35508	1102	1.38634	1101	-0.0351	2.07409E-58	0.07087	3.36310E-79	0.05142	4.39107E-61	-0.04227	1.34121E-60	-0.14518	2.70276E-115	0.11969	1.36571E-79	-0.05936	2.08786E-64	-0.08924	2.45248E-91	0.05302	7.01451E-67	-0.06083	2.45858E-77	-0.04766	2.24938E-60	0.04632	1.91472E-66	0.00944	4.09588E-13	-0.22914	8.67378E-132	0.21408	5.19061E-131	-0.02078	1.02178E-36	0.02946	4.03688E-50	0.07424	1.41536E-79	-0.04225	4.35576E-53
DLX1_MA0879.2	DLX1	MA0879.2	C_Dlx5	6129	3.33769	1472	2.48351	1089	2.68961	1210	0.94251	414	3.32226	1476	0.19381	91	1.24794	551	1.48854	651	3.33679	1494	1.63931	730	3.12641	1403	0.99093	454	3.30012	1438	3.25744	1457	0.09249	48	3.32836	1489	3.38975	1503	1.76838	774	1.87046	867	1.58583	665	0.00935	7.89947E-10	0.01506	6.67426E-17	0.07981	3.11723E-72	-0.07243	2.74461E-70	-0.07387	8.46303E-72	0.09331	5.53226E-61	-0.12163	4.55358E-80	-0.07833	3.11164E-76	0.06318	2.14275E-62	-0.07743	2.63153E-71	-0.01933	1.62205E-20	0.03555	1.59120E-39	-0.02518	4.02568E-33	-0.11514	1.57329E-90	0.12858	2.20197E-96	-0.04059	1.63596E-53	0.06955	9.80292E-69	-0.03732	3.44120E-34	0.07843	2.01082E-65
